,S&P 500 Index,SCHG,SCHV,Invesco Funds - Invesco Global Investment Grade Corporate Bond Fund,iShares Core Global Aggt Bd ETF USD Dist,PIMCO GIS Asia Strategic Interest Bond Fund,"JANUS HENDERSON US SHORT TERM BOND ""A2"" (USD) ACC",Neuberger Berman High Yield Bond,Bloomberg Global-Aggregate Total Return Index Value Unhedged USD,MSCI World Index,MSCI World Net Total Return USD Index,AQUMON MPF Composite Index,AQUMON MPF Bond Index,AQUMON MPF Mixed Index,AQUMON MPF DIS Index,AQUMON MPF Equity Index,AQUMON MPF Equity Global Index,AQUMON MPF Equity US Index,AQUMON MPF Equity Europe Index,AQUMON MPF Equity Asia Index,AQUMON MPF Equity Greatchina index
2017-07-17,1.5517,91.75241,11.6,11.074,,,16.79,15.55,472.4878,1948.58,5451.756,1.132280192,1.012041817,1.118881583,1.075574487,1.206821285,1.187908281,1.321082511,1.117297062,1.203657111,1.20179936
2017-07-18,1.5527,91.80866,11.61,11.0854,,,16.79,15.57,475.3047,1949.66,5454.809,1.134060514,1.013541408,1.121285173,1.076835416,1.208231118,1.188002319,1.321866953,1.113223766,1.206227576,1.20431292
2017-07-19,1.561,92.22484,11.62,11.107,,,16.79,15.6,475.0504,1958.56,5479.932,1.139111801,1.013748032,1.126113437,1.078885053,1.216515061,1.194438745,1.328575313,1.115266082,1.215985255,1.214652334
2017-07-20,1.5685,92.44981,11.63,11.1138,,,16.8,15.61,476.2512,1963.31,5493.38,1.140967899,1.014157305,1.128642907,1.081092097,1.218704728,1.197342208,1.331543632,1.119841904,1.217557023,1.216232508
2017-07-21,1.5635,92.23609,11.64,11.128,,,16.8,15.59,477.7639,1958.77,5480.696,1.139654786,1.014803126,1.127531191,1.080145982,1.21598122,1.194342137,1.32943715,1.111890794,1.215563685,1.213366011
2017-07-24,1.5577,92.04487,11.65,11.1411,,,16.8,15.6,477.6552,1954.84,5469.932,1.141110954,1.01493266,1.128163908,1.078727088,1.218968278,1.193588349,1.329311097,1.108067735,1.220816467,1.21930159
2017-07-25,1.5594,92.32608,11.65,11.1295,,,16.79,15.61,476.0251,1960.59,5486.063,1.141168815,1.014235559,1.128015264,1.077781531,1.219684508,1.196197612,1.332496486,1.115297465,1.219852987,1.218186459
2017-07-26,1.5642,92.38232,11.65,11.1054,,,16.8,15.63,475.9422,1961.9,5489.749,1.141906709,1.0142249,1.128666093,1.078254309,1.220967021,1.198167964,1.333029915,1.119880902,1.220581188,1.219519352
2017-07-27,1.5639,92.47231,11.66,11.1224,,,16.8,15.63,476.783,1963.54,5494.784,1.145842704,1.015274296,1.132600978,1.078885053,1.226706005,1.197642873,1.330495722,1.120436797,1.22961563,1.228245254
2017-07-28,1.5609,92.32608,11.67,11.1152,,,16.8,15.63,478.3136,1960.32,5485.951,1.14175293,1.015467571,1.129260683,1.077938938,1.21928529,1.194717315,1.330857863,1.11478568,1.219902906,1.220217697
2017-07-31,1.5633,92.35982,11.67,11.1308,,,16.81,15.62,479.1785,1961.1,5488.155,1.146294742,1.015996613,1.133408942,1.078569681,1.226677381,1.195560334,1.329839789,1.117406078,1.230616503,1.232849855
2017-08-01,1.5668,92.80975,11.68,11.1337,,,16.81,15.63,480.7408,1970.39,5514.271,1.15111414,1.017016584,1.13880219,1.081880247,1.233386441,1.200748355,1.33235907,1.125150153,1.238032565,1.241170551
2017-08-02,1.5658,92.80975,11.69,11.1571,,,16.81,15.63,480.878,1970.29,5514.6,1.152750687,1.017377011,1.14039033,1.082195619,1.23586197,1.200904665,1.333015221,1.124028573,1.241811337,1.24534905
2017-08-03,1.565,92.75351,11.7,11.1616,,,16.81,15.63,481.9366,1968.72,5511.19,1.150736854,1.01767386,1.139316197,1.083141176,1.231594708,1.199050254,1.329214913,1.125383765,1.236106629,1.241217887
2017-08-04,1.5639,92.71977,11.71,11.1769,,,16.81,15.62,479.121,1967.77,5508.722,1.151143639,1.0171092,1.138661211,1.081880247,1.233519702,1.199378878,1.330664784,1.129275919,1.238233929,1.24349994
2017-08-07,1.5639,92.92224,11.71,11.1613,,,16.81,15.61,479.8282,1971.76,5519.964,1.15471055,1.017261805,1.142339674,1.084087291,1.239136853,1.202420831,1.334809762,1.132216485,1.245038791,1.250749151
2017-08-08,1.5589,92.68602,11.72,11.1649,,,16.8,15.6,478.6701,1966.81,5506.392,1.155958218,1.017318759,1.142463361,1.083299141,1.242085724,1.200665182,1.332008444,1.131808064,1.250344823,1.257979753
2017-08-09,1.5561,92.44981,11.72,11.1517,,,16.8,15.54,480.0857,1961.88,5492.858,1.152027883,1.017415387,1.138720585,1.082037654,1.235463209,1.195606677,1.329898057,1.121462496,1.243331728,1.25264352
2017-08-10,1.5432,91.48245,11.71,11.1521,,,16.8,15.48,480.9676,1940.28,5435.253,1.144258345,1.017669759,1.131390142,1.077623008,1.222273177,1.181666071,1.313240006,1.112406689,1.230258143,1.237913844
2017-08-11,1.5468,91.36997,11.7,11.1536,,,16.81,15.48,481.8518,1937.73,5428.486,1.135389886,1.017982191,1.124514171,1.077465043,1.205938635,1.179035191,1.312808804,1.102672073,1.207633628,1.212230933
2017-08-14,1.5528,92.06737,11.69,11.1459,,,16.81,15.51,481.3625,1952.58,5470.319,1.142761203,1.018358112,1.130924856,1.079672645,1.218518355,1.188316552,1.324274234,1.114288438,1.221278423,1.227827668
2017-08-15,1.5531,91.92114,11.69,11.1459,,,16.8,15.5,478.8272,1949.23,5461.491,1.141688501,1.01729361,1.129039086,1.078569123,1.218143124,1.188127234,1.325720751,1.112686136,1.220813234,1.226547297
2017-08-16,1.5601,92.1686,11.71,11.1391,,,16.81,15.51,479.0089,1954.04,5476.129,1.145771487,1.017197208,1.132529101,1.079988017,1.225357952,1.192038577,1.327837748,1.118996878,1.22957651,1.236403438
2017-08-17,1.5467,91.33623,11.72,11.1597,,,16.81,15.49,480.5666,1936.32,5427.088,1.144472198,1.018122248,1.131388287,1.077307636,1.222514378,1.181147402,1.311706533,1.113860483,1.2307401,1.236264557
2017-08-18,1.5395,91.05502,11.71,11.1707,,,16.81,15.47,481.7055,1930.41,5410.762,1.140000003,1.01838379,1.12755596,1.075573371,1.214519997,1.177987936,1.305832316,1.106406665,1.221184188,1.225428883
2017-08-21,1.5418,91.14501,11.72,11.1732,,,16.81,15.47,482.9284,1932.22,5415.958,1.141704915,1.019102225,1.129284708,1.076361521,1.216816116,1.178142899,1.306731381,1.106741013,1.22446615,1.230208396
2017-08-22,1.5534,91.75241,11.72,11.1734,,,16.81,15.49,481.292,1945.18,5452.567,1.147363543,1.018957645,1.133979298,1.079041901,1.226942844,1.187497938,1.318521807,1.112621218,1.235124416,1.242830158
2017-08-24,1.5514,91.48245,11.74,11.1791,,,16.81,15.52,482.2187,1939.65,5437.73,1.149620518,1.019273021,1.135383716,1.078411158,1.231139769,1.185509606,1.314397574,1.111082575,1.242685639,1.250440419
2017-08-25,1.5575,91.74117,11.75,11.1706,,,16.82,15.54,483.545,1944.56,5451.781,1.154222648,1.019919474,1.139413398,1.079830052,1.238706561,1.188087637,1.316315729,1.113744929,1.252856473,1.263422483
2017-08-28,1.5565,91.8199,11.76,11.1846,,,16.82,15.54,483.8018,1946.28,5456.744,1.155076563,1.020940172,1.140657265,1.080460795,1.239112368,1.189789425,1.317359177,1.114748439,1.25275885,1.263254102
2017-08-29,1.5538,91.77491,11.78,11.1978,,,16.83,15.54,486.5625,1945.05,5453.825,1.153274125,1.022333842,1.139644232,1.081090981,1.234613799,1.187668244,1.317354735,1.104415042,1.247928676,1.258755823
2017-08-30,1.5592,91.90989,11.78,11.1969,,,16.83,15.56,483.7137,1947.53,5461.47,1.157608421,1.022055162,1.141977271,1.081248945,1.243549158,1.191572377,1.323383443,1.106538505,1.259415434,1.272360526
2017-08-31,1.571,92.48355,11.8,11.1959,,,16.83,15.58,483.9256,1959.74,5495.883,1.159206294,1.02187913,1.14450449,1.083771361,1.245476344,1.198540373,1.331686131,1.112564273,1.258693574,1.27083839
2017-09-01,1.5719,92.78726,11.81,11.206,,,16.82,15.59,483.5568,1965.79,5513.163,1.160967748,1.0226404,1.146105117,1.084717476,1.247993709,1.201845885,1.336009665,1.119868943,1.260126644,1.272051559
2017-09-04,1.5691,92.78726,11.82,11.1958,,,16.82,15.59,484.4369,1963.32,5506.358,1.157589407,1.023312745,1.143287057,1.083613954,1.241585102,1.199337666,1.335777205,1.115456033,1.251732834,1.264281101
2017-09-05,1.567,92.26984,11.83,11.1983,,,16.84,15.59,486.6727,1954.64,5482.071,1.157445798,1.023889393,1.143077877,1.083613396,1.241037169,1.19370939,1.327872205,1.114113002,1.253499865,1.266046202
2017-09-06,1.5715,92.47231,11.84,11.2305,,,16.84,15.6,486.5538,1959.15,5494.84,1.156539247,1.024257854,1.142867397,1.08345599,1.238734104,1.196468668,1.328600606,1.113747116,1.249245612,1.261201939
2017-09-07,1.5827,92.74226,11.85,11.2154,,,16.85,15.6,488.7231,1964.57,5511.249,1.15829352,1.025469503,1.145125049,1.086135812,1.240387762,1.200025694,1.327894053,1.121290412,1.249850964,1.259088114
2017-09-08,1.5831,92.73102,11.86,11.2386,,,16.85,15.58,489.2351,1964.52,5511.221,1.16013701,1.02589699,1.146822845,1.086135812,1.243239869,1.199930494,1.325316035,1.122860157,1.254272172,1.264117351
2017-09-11,1.5943,93.55214,11.86,11.2253,,,16.84,15.58,487.1727,1981.97,5560.259,1.165657133,1.024753825,1.152023403,1.088974158,1.253234542,1.210907388,1.336798178,1.131758171,1.263922304,1.27497965
2017-09-12,1.5994,93.85585,11.86,11.2037,,,16.83,15.6,485.0551,1988.28,5578.154,1.167687842,1.0235116,1.153513744,1.089132123,1.257796617,1.21584671,1.343472045,1.135732484,1.268193312,1.278655282
2017-09-13,1.5966,93.78836,11.92,11.197,,,16.83,15.6,483.7333,1986.74,5573.927,1.167148631,1.023307638,1.152909308,1.089132123,1.257104441,1.214724151,1.344397069,1.135131978,1.267422043,1.277854744
2017-09-14,1.5972,93.64213,11.86,11.1913,,,16.83,15.61,483.0991,1983.42,5565.537,1.16559633,1.022430963,1.150864227,1.088028601,1.255556032,1.21309335,1.346625714,1.134458154,1.265352011,1.275057392
2017-09-15,1.5988,93.85585,11.86,11.1945,,,16.82,15.62,484.0585,1987.72,5577.916,1.166440192,1.02304474,1.152453972,1.088501937,1.255904441,1.214314875,1.346879231,1.132603797,1.265775318,1.274887601
2017-09-18,1.5985,93.99083,11.88,11.1983,,,16.82,15.63,483.1876,1990.58,5586.224,1.172574257,1.022366388,1.15737541,1.088817309,1.267358518,1.218476249,1.348655851,1.137235367,1.281149721,1.291251066
2017-09-19,1.6027,94.26079,11.87,11.1959,,,16.82,15.64,483.3446,1996.09,5601.749,1.171064763,1.021322574,1.156833036,1.089920831,1.264748829,1.219430986,1.349322253,1.139868422,1.276513575,1.286187326
2017-09-20,1.599,94.37327,11.87,11.2013,,,16.82,15.64,483.621,1998.69,5609.161,1.172733784,1.021509366,1.158356845,1.090236203,1.267470653,1.219713601,1.349718138,1.140852245,1.280374679,1.291180769
2017-09-21,1.595,93.99083,11.85,11.1901,,,16.81,15.64,481.6082,1990.33,5585.885,1.171161314,1.020107965,1.155731374,1.088501937,1.266700875,1.217078653,1.347821523,1.140034828,1.28024411,1.29261656
2017-09-22,1.5965,94.1933,11.86,11.1963,,,16.82,15.65,482.7848,1994.58,5597.904,1.168685035,1.021160938,1.154748401,1.089920831,1.260726208,1.219105764,1.346716782,1.144045188,1.270249083,1.281456513
2017-09-25,1.5966,93.92334,11.86,11.2057,,,16.83,15.66,482.5304,1989.08,5582.668,1.161036431,1.020517758,1.148645189,1.088974716,1.247370238,1.214556085,1.343283903,1.139393807,1.252295491,1.25933435
2017-09-26,1.593,93.65338,11.87,11.2197,,,16.83,15.68,480.5813,1983.25,5566.505,1.158242406,1.019421005,1.145248941,1.087555822,1.244033273,1.211309911,1.34202321,1.133376168,1.249080203,1.258547339
2017-09-27,1.5924,93.95708,11.85,11.2012,,,16.82,15.68,478.4765,1988,5583.17,1.160254138,1.017698232,1.146346589,1.086610265,1.249189428,1.215040735,1.34690901,1.135661971,1.25500769,1.267108882
2017-09-28,1.593,94.18205,11.85,11.1761,,,16.83,15.68,478.8218,1992.36,5596.153,1.157829655,1.017057275,1.145734751,1.088029159,1.244114128,1.216353846,1.350587316,1.14020615,1.245941306,1.255786699
2017-09-29,1.5984,94.57574,11.87,11.187,,,16.83,15.7,479.5665,2000.55,5619.234,1.161949217,1.017494737,1.150036797,1.090078796,1.250388649,1.222371207,1.355605768,1.14829072,1.252145066,1.261793167
2017-10-03,1.6072,95.00317,11.88,11.1908,,,16.83,15.7,478.2844,2009.63,5644.948,1.171907611,1.016658936,1.157621999,1.092759177,1.26915678,1.23052382,1.363897878,1.151863048,1.27690801,1.292384733
2017-10-04,1.6094,95.08191,11.89,11.2094,,,16.83,15.71,478.6356,2010.95,5648.79,1.174481407,1.017170107,1.15959481,1.092759177,1.273621207,1.230845156,1.365203571,1.150630325,1.283679265,1.300880972
2017-10-06,1.6111,95.26188,11.89,11.1988,,,16.83,15.71,477.1737,2014.02,5658.907,1.175993898,1.016395627,1.160036799,1.093071394,1.277606573,1.232100396,1.371666758,1.147439111,1.289117245,1.307109224
2017-10-09,1.6102,95.20564,11.88,11.1992,,,16.83,15.72,477.6662,2013.12,5656.373,1.174242681,1.016834453,1.159006032,1.093071394,1.273758086,1.230379019,1.368324986,1.147878542,1.284034799,1.300439545
2017-10-10,1.6152,95.58809,11.88,11.2047,,,16.84,15.72,479.6054,2021.56,5680.144,1.178979564,1.018096767,1.164045617,1.09527547,1.28052775,1.235833316,1.371102664,1.152716015,1.291877475,1.306744823
2017-10-11,1.6214,95.73431,11.88,11.2139,,,16.84,15.72,479.617,2024.54,5688.659,1.17899575,1.018267228,1.164369797,1.095899904,1.280169712,1.237769972,1.373049954,1.155152901,1.290212576,1.301887249
2017-10-12,1.6229,95.71182,11.89,11.2163,,,16.83,15.71,480.067,2023.64,5686.688,1.18171406,1.018875559,1.166713427,1.097001943,1.284611496,1.237579626,1.371578248,1.156507427,1.297056871,1.308147989
2017-10-13,1.6266,95.91429,11.89,11.2255,,,16.84,15.71,481.4125,2028.01,5698.995,1.183617401,1.019747173,1.169277837,1.098893802,1.286612092,1.240018933,1.373206625,1.157677581,1.299085022,1.309862496
2017-10-16,1.6221,96.01552,11.91,11.2522,,,16.83,15.72,481.091,2029.89,5704.327,1.186440506,1.019725619,1.171870211,1.099683624,1.29153552,1.241335009,1.374193465,1.1551041,1.306511951,1.318630125
2017-10-17,1.6255,95.89179,11.91,11.2519,,,16.83,15.72,480.1354,2027.36,5697.242,1.185154632,1.018800436,1.170295961,1.099371407,1.290276979,1.240619601,1.37478588,1.151055732,1.305284793,1.317464724
2017-10-18,1.6275,96.03802,11.92,11.2555,,,16.83,15.73,479.3782,2030.44,5705.985,1.185477045,1.01815565,1.170387604,1.099206019,1.291457897,1.242207131,1.376380022,1.154857864,1.305924032,1.318810624
2017-10-19,1.6294,96.173,11.93,11.2502,,,16.83,15.73,480.9336,2033.29,5714.276,1.178842023,1.01764323,1.165646923,1.099683624,1.279096106,1.240066958,1.376881814,1.152780359,1.287807292,1.295905364
2017-10-20,1.6281,96.28548,11.94,11.2439,,,16.82,15.73,478.2015,2035.58,5720.907,1.183071447,1.016728807,1.168221896,1.099040632,1.288216511,1.243645334,1.381987268,1.154496098,1.299937116,1.311358432
2017-10-23,1.6287,96.02677,11.93,11.2344,,,16.83,15.74,477.9781,2030.06,5705.484,1.181300354,1.016111139,1.167090741,1.099206019,1.285129837,1.240610614,1.377676276,1.152935656,1.296786307,1.306022422
2017-10-24,1.6244,96.08301,11.93,11.2382,,,16.83,15.75,477.148,2031.38,5709.266,1.179071126,1.015975134,1.16522127,1.09825081,1.281192563,1.241278589,1.378503467,1.151242666,1.290707822,1.298152349
2017-10-25,1.6205,95.72307,11.91,11.2288,,,16.83,15.71,477.4239,2023.48,5687.174,1.179929254,1.015560143,1.165515385,1.097626376,1.283399221,1.236973716,1.374254659,1.148434568,1.296191314,1.305619806
2017-10-26,1.6244,95.83555,11.91,11.2206,,,16.83,15.71,476.0441,2025.69,5693.502,1.178503908,1.015197189,1.164786297,1.098728415,1.280665332,1.237375699,1.373082012,1.151104819,1.291651711,1.300851227
2017-10-27,1.6376,96.22924,11.89,11.2223,,,16.83,15.71,475.3124,2034.6,5718.679,1.180966633,1.014720316,1.166941391,1.101869142,1.285367124,1.242854148,1.384860886,1.147425237,1.296448317,1.306820557
2017-10-30,1.6376,96.22924,11.91,11.2411,,,16.84,15.73,477.5862,2034.59,5718.898,1.181196679,1.015538515,1.167855886,1.103136568,1.284593632,1.242402701,1.382828389,1.150493756,1.295196479,1.302692079
2017-10-31,1.6436,96.33047,11.92,11.2651,,,16.83,15.74,477.752,2036.8,5725.429,1.182389296,1.016215632,1.169134565,1.103448785,1.28604295,1.244518322,1.385377289,1.155085907,1.29587415,1.302090257
2017-11-01,1.6439,96.52169,11.92,11.2651,,,16.83,15.74,477.1207,2041.17,5737.748,1.188621455,1.016684108,1.17482479,1.105652862,1.296585965,1.248858001,1.384437297,1.158061378,1.310518245,1.316650804
2017-11-02,1.6474,96.63418,11.93,11.2715,,,16.83,15.72,478.204,2043.24,5744.033,1.188673515,1.017596702,1.175555934,1.105965079,1.295455567,1.248643395,1.382174883,1.157691638,1.309168749,1.314080605
2017-11-03,1.6498,96.73541,11.93,11.2853,,,16.83,15.72,477.3245,2045.47,5750.529,1.189708316,1.017031859,1.176070813,1.106442683,1.298021284,1.250035136,1.388178549,1.157209056,1.312064115,1.317298455
2017-11-06,1.6575,96.81415,11.93,11.2952,,,16.83,15.72,477.8821,2046.8,5754.478,1.190226496,1.017133119,1.176758844,1.107232505,1.29866809,1.250847093,1.392511936,1.155365394,1.312572545,1.318440717
2017-11-07,1.6597,96.8254,11.93,11.297,,,16.82,15.7,478.1868,2046.78,5754.568,1.194993498,1.017403114,1.180950039,1.107710109,1.306933471,1.250734125,1.390627081,1.149998449,1.326257782,1.334861641
2017-11-08,1.6657,97.01662,11.91,11.2987,,,16.82,15.63,478.427,2050.7,5765.678,1.19454383,1.017274163,1.180671596,1.107232505,1.30612305,1.252450455,1.391985189,1.14759645,1.324717395,1.332699091
2017-11-09,1.661,96.62293,11.9,11.2814,,,16.81,15.57,478.0005,2042.36,5743.572,1.195364228,1.016652979,1.180356493,1.104716211,1.308905676,1.248158707,1.388067301,1.138838285,1.331883997,1.342850612
2017-11-10,1.6601,96.56669,11.87,11.2532,,,16.8,15.57,477.6617,2040.25,5738.498,1.194908785,1.016637613,1.179542551,1.102346747,1.308468751,1.245431752,1.38804842,1.136519237,1.33230226,1.344562476
2017-11-13,1.6592,96.36422,11.87,11.231,,,16.8,15.56,477.1835,2035.72,5726.548,1.193752729,1.016266894,1.177643427,1.100620275,1.307442024,1.2430747,1.386940328,1.129185821,1.332555393,1.347110765
2017-11-14,1.6563,96.19549,11.86,11.2223,,,16.79,15.51,478.4154,2031.88,5716.383,1.192882184,1.016575247,1.176976717,1.101410096,1.30560132,1.241030861,1.383902617,1.128854087,1.330712418,1.344977581
2017-11-15,1.6471,95.70057,11.86,11.2238,,,16.79,15.47,479.8691,2021.03,5686.407,1.187047694,1.017530589,1.171760868,1.099849011,1.29467778,1.234604276,1.378154435,1.126259547,1.316811201,1.3291468
2017-11-16,1.6603,96.42046,11.86,11.2144,,,16.79,15.58,479.6962,2035.81,5729.42,1.193088505,1.01766498,1.178236707,1.102824351,1.304280596,1.244424036,1.387040575,1.132580203,1.326842544,1.3384214
2017-11-17,1.6611,96.28548,11.88,11.2179,,,16.79,15.58,480.3809,2033.18,5722.125,1.196086909,1.018311563,1.180992418,1.103614173,1.309048339,1.244410715,1.388070029,1.132289245,1.334071068,1.345306675
2017-11-20,1.6607,96.42046,11.91,11.232,,,16.79,15.59,480.1205,2035.73,5729.553,1.196297868,1.018226995,1.181383911,1.10392639,1.309301026,1.245334186,1.38877673,1.13504614,1.333726508,1.345345704
2017-11-21,1.6717,96.94913,11.91,11.2332,4.99675,,16.79,15.56,480.3637,2047.15,5761.862,1.206266366,1.018602121,1.189952965,1.107544722,1.326885176,1.254393013,1.396628956,1.138258406,1.35676545,1.373182151
2017-11-22,1.6756,97.08411,11.92,11.2404,5.0178,,16.8,15.58,482.4124,2050.06,5770.287,1.210200616,1.019521666,1.19410814,1.10864676,1.332622727,1.256825931,1.398270257,1.140759911,1.364332155,1.380395627
2017-11-23,1.6763,97.08411,11.92,11.26,5.0178,,16.8,15.58,483.4522,2053.28,5779.757,1.206510992,1.020291133,1.19200688,1.108958977,1.324559472,1.257093455,1.396974534,1.143938946,1.351604896,1.363223419
2017-11-24,1.6835,97.54529,11.93,11.2567,5.0361,,16.8,15.63,484.1248,2059.54,5797.498,1.210057833,1.02035557,1.195344649,1.109895628,1.33061195,1.260723283,1.400266554,1.14890746,1.358774601,1.371444486
2017-11-27,1.6797,97.36532,11.94,11.2586,5.0384,,16.8,15.64,484.4231,2055.77,5787.147,1.204170187,1.019477493,1.190094306,1.108169155,1.320841473,1.255209597,1.398042093,1.143002408,1.346434613,1.359489538
2017-11-28,1.6878,97.88274,11.95,11.2622,5.0274,,16.8,15.63,483.3671,2066.55,5817.638,1.205536167,1.019249442,1.191553718,1.110207844,1.323194532,1.262539865,1.408146769,1.145522451,1.346439148,1.358970752
2017-11-29,1.6784,97.88274,11.95,11.2541,5.0159,,16.8,15.63,482.2822,2066.22,5817.088,1.205250716,1.019168772,1.191201697,1.110042457,1.322831805,1.261379082,1.41038202,1.149283182,1.345404479,1.356515074
2017-11-30,1.6792,98.43391,11.94,11.24,5.0237,,16.79,15.64,483.0576,2077.36,5849.485,1.198594362,1.018966796,1.186651963,1.111768929,1.310036673,1.263445876,1.420498112,1.151118808,1.323749933,1.334165123
2017-12-01,1.6795,98.06271,11.94,11.2454,5.0255,,16.8,15.64,483.1435,2069.37,5827.099,1.195878948,1.019296902,1.183786238,1.111787487,1.305412782,1.259827552,1.417432699,1.139988827,1.319612942,1.329356059
2017-12-04,1.672,98.10771,11.94,11.2631,5.0182,,16.79,15.66,482.5219,2069.99,5828.915,1.197335961,1.019096567,1.184694168,1.1116221,1.308457864,1.258715731,1.414395346,1.14718192,1.323932061,1.334149536
2017-12-05,1.6653,97.804,11.95,11.2601,5.0194,,16.79,15.66,482.6474,2063.64,5811.304,1.192296791,1.018846195,1.18025975,1.110997666,1.299699958,1.253672987,1.410926522,1.144091499,1.312763117,1.320427096
2017-12-06,1.6621,97.55654,11.96,11.2767,5.0211,,16.79,15.64,482.8203,2058.22,5796.131,1.180480545,1.018432336,1.170004119,1.10864676,1.278920795,1.247163701,1.409759513,1.138690564,1.283629861,1.287995603
2017-12-07,1.664,97.81525,11.96,11.2709,5.013,,16.79,15.63,481.9914,2063.58,5811.739,1.182405379,1.018162062,1.171981838,1.110061015,1.28227006,1.249965979,1.414363469,1.140453441,1.28718383,1.291517926
2017-12-08,1.6715,98.28768,11.95,11.2474,5.0012,,16.79,15.64,480.852,2073.46,5839.851,1.189651253,1.017746392,1.178118,1.1116221,1.295604365,1.258515465,1.41801789,1.144596233,1.304221728,1.311075081
2017-12-11,1.6765,98.64762,11.96,11.2587,5.0089,,16.79,15.65,481.6414,2081.24,5861.813,1.19672482,1.01839227,1.18489938,1.114138393,1.307211418,1.263524529,1.423675457,1.14846456,1.319394103,1.328484603
2017-12-12,1.678,98.77136,11.96,11.2565,4.9948,,16.79,15.66,480.3093,2083.43,5868.207,1.19361753,1.017757523,1.182137926,1.113348572,1.302164201,1.26448513,1.425513919,1.151528828,1.310737713,1.318056772
2017-12-13,1.6845,98.81635,11.96,11.254,5.0102,,16.8,15.66,481.8168,2084.36,5870.918,1.198101476,1.018129479,1.185690875,1.113348572,1.310196752,1.264598809,1.425392601,1.150787979,1.323136097,1.334116139
2017-12-14,1.6761,98.49015,11.97,11.2681,5.0205,,16.79,15.66,482.7336,2077.55,5852.251,1.197807047,1.01896006,1.185721529,1.113036355,1.308852936,1.261449061,1.420110733,1.148720094,1.322876456,1.332516212
2017-12-15,1.6736,98.87259,11.98,11.2757,5.0181,,16.79,15.65,482.5277,2085.54,5874.897,1.194752036,1.019275707,1.183566414,1.11445061,1.302758569,1.265578346,1.429031364,1.144832526,1.311873498,1.31775934
2017-12-18,1.6864,99.76121,11.97,11.2823,5.0242,,16.79,15.64,483.1712,2104.02,5927.186,1.200840141,1.019570083,1.190912041,1.11931781,1.311614597,1.276311837,1.440794,1.159652109,1.318957224,1.324529654
2017-12-19,1.6863,99.3962,11.98,11.2706,5.0026,,16.79,15.63,481.0877,2096.34,5905.773,1.202665216,1.019017161,1.191216112,1.116158524,1.316361323,1.274396096,1.437258305,1.158668522,1.327326385,1.334216525
2017-12-20,1.6819,99.37349,11.97,11.2368,5.0005,,16.79,15.63,480.8781,2095.45,5903.597,1.202381571,1.019230165,1.191128595,1.115368703,1.315571462,1.273929286,1.437009697,1.156572837,1.32657235,1.332839808
2017-12-21,1.6887,99.61193,11.97,11.2212,5.0001,,16.79,15.59,480.6802,2100.78,5918.649,1.204276402,1.019114907,1.192628706,1.115680919,1.319153923,1.276767046,1.43873973,1.160579503,1.330499855,1.340422148
2017-12-22,1.6878,99.56651,11.97,11.2303,4.9989,,16.78,15.64,480.5906,2099.59,5915.343,1.206996374,1.018678335,1.194780913,1.115368703,1.324483466,1.277078527,1.437427459,1.158309738,1.339060229,1.349175467
2017-12-27,1.6941,99.74818,12.03,11.2457,5.0203,,16.79,15.65,482.7924,2103.19,5926.43,1.207407451,1.019165503,1.195886294,1.117260562,1.324230412,1.278099365,1.436494971,1.161667401,1.338024675,1.348089114
2017-12-28,1.6974,99.94121,11.98,11.2733,5.0264,,16.79,15.67,483.3046,2106.89,5938.055,1.213018726,1.020409684,1.200630856,1.118197213,1.333488495,1.281500136,1.440194174,1.164760394,1.350387902,1.360803524
2017-12-29,1.6965,99.78224,11.98,11.272,5.0403,,16.79,15.67,484.7313,2103.45,5928.591,1.214448321,1.021440786,1.202242444,1.117884996,1.335006624,1.279713559,1.435308154,1.165881047,1.353636536,1.363713212
2018-01-02,1.7055,100.37267,11.99,11.2748,5.0386,,16.79,15.69,484.5562,2116.04,5964.195,1.224749627,1.022283478,1.210556113,1.11959291,1.353336912,1.289681901,1.44488361,1.169244547,1.377338768,1.39293164
2018-01-03,1.7145,100.82685,12,11.2649,5.0394,,16.79,15.74,484.6262,2125.65,5991.295,1.228512588,1.022515014,1.214317107,1.123023534,1.359559931,1.296910388,1.453173996,1.172885392,1.383362143,1.398870072
2018-01-04,1.7293,101.65572,12.02,11.2784,5.0442,,16.79,15.79,485.0252,2142.75,6040.05,1.234449678,1.022891543,1.220815135,1.126767962,1.368667496,1.307075876,1.460840594,1.186268599,1.391626649,1.407655902
2018-01-05,1.7447,102.30292,12.04,11.2892,5.0361,,16.79,15.8,484.2558,2156.6,6079.084,1.238243667,1.023302299,1.224780795,1.130236323,1.374596452,1.315597554,1.471213705,1.195205544,1.395772876,1.409371807
2018-01-08,1.7446,102.37104,12.04,11.29,5.0323,,16.8,15.8,483.9385,2157.96,6082.959,1.240147717,1.023057842,1.226164024,1.130977706,1.378656077,1.316333696,1.475535612,1.19567589,1.401258312,1.415682174
2018-01-09,1.7477,102.57542,12.04,11.2868,5.0173,,16.8,15.78,482.4828,2161.78,6094.559,1.241084168,1.021665766,1.22691815,1.13008647,1.381486104,1.319001378,1.476997717,1.197084591,1.404493159,1.421120416
2018-01-10,1.7472,102.59813,12.02,11.2578,5.0281,,16.8,15.74,483.5477,2162.29,6095.998,1.241102762,1.021789324,1.227313245,1.129249297,1.380958671,1.318087972,1.476272524,1.197487375,1.403964114,1.42280199
