,S&P 500 Index,SCHG,SCHV,Invesco Funds - Invesco Global Investment Grade Corporate Bond Fund,iShares Core Global Aggt Bd ETF USD Dist,PIMCO GIS Asia Strategic Interest Bond Fund,"JANUS HENDERSON US SHORT TERM BOND ""A2"" (USD) ACC",Neuberger Berman High Yield Bond,Bloomberg Global-Aggregate Total Return Index Value Unhedged USD,MSCI World Index,MSCI World Net Total Return USD Index,AQUMON MPF Composite Index,AQUMON MPF Bond Index,AQUMON MPF Mixed Index,AQUMON MPF DIS Index,AQUMON MPF Equity Index,AQUMON MPF Equity Global Index,AQUMON MPF Equity US Index,AQUMON MPF Equity Europe Index,AQUMON MPF Equity Asia Index,AQUMON MPF Equity Greatchina index
2023-12-21,2.787,167.5323,12.93,12.0972,4.8497,8.93,17.94,18,469.0643,3145.09,9807.141,1.250621489,1.031072468,1.287834206,1.332498046,1.279769996,1.707249351,2.458115016,1.429215016,1.040195707,0.934585588
2023-12-22,2.7916,167.76409,12.94,12.0954,4.85047,8.93,17.95,18.01,469.1249,3152.26,9829.508,1.246243595,1.031326753,1.286023102,1.333625392,1.26954568,1.711334347,2.464060241,1.433021069,1.025121317,0.915286174
2023-12-27,2.808,169.05928,12.94,12.1096,4.88698,8.95,17.98,18.08,472.8184,3175.65,9903.708,1.257128479,1.034109046,1.296580449,1.341992397,1.285620773,1.725387086,2.478325149,1.443570328,1.04157775,0.930000877
2023-12-28,2.8101,168.92696,12.96,12.158,4.88753,8.95,17.96,18.07,472.7737,3178.05,9912.908,1.265617869,1.034883685,1.301774242,1.341617833,1.302635652,1.729028388,2.479361477,1.442137193,1.063425291,0.953875148
2023-12-29,2.8061,168.65185,12.96,12.1337,4.87266,8.93,17.98,18.07,471.3998,3169.18,9885.464,1.26403774,1.033806217,1.299156391,1.338092785,1.302018881,1.725562954,2.47089812,1.440063579,1.064107799,0.95500532
2024-01-02,2.766,167.29385,12.96,12.1149,4.83418,8.93,17.95,17.99,467.7115,3145.42,9811.843,1.255874028,1.031495597,1.291224876,1.332250568,1.290129247,1.714223589,2.458019452,1.429143296,1.05261257,0.941945253
2024-01-03,2.7319,165.90484,12.92,12.0647,4.82226,8.93,17.95,17.91,466.5538,3115.68,9719.292,1.247578643,1.030070293,1.283440315,1.327135937,1.277280955,1.698464738,2.436986475,1.411161264,1.042007498,0.934157713
2024-01-04,2.7306,165.71478,12.91,12.0454,4.80696,8.91,17.93,17.89,465.0098,3114.12,9715.07,1.24666569,1.028903933,1.28132086,1.323395508,1.277904096,1.699265603,2.429676568,1.422189791,1.042139633,0.934051875
2024-01-05,2.7207,165.96623,12.86,11.9819,4.80554,8.89,17.93,17.89,464.8735,3120.55,9735.132,1.244200873,1.028167112,1.279803204,1.322660591,1.273422306,1.700025235,2.432342841,1.420127092,1.036120851,0.927016687
2024-01-08,2.7546,168.14582,12.87,11.9611,4.81242,8.89,17.95,17.94,465.6133,3153.62,9838.396,1.242142356,1.028242827,1.280515768,1.328414688,1.26706652,1.713507129,2.463281982,1.425277827,1.022437306,0.911200343
2024-01-09,2.7498,167.57688,12.88,11.9855,4.80105,8.89,17.95,17.96,464.5124,3146.97,9818.551,1.241281637,1.028210944,1.279911561,1.327653123,1.265435521,1.713031401,2.463854865,1.418685556,1.021004446,0.908750169
2024-01-10,2.7778,168.46457,12.9,12.0039,4.7981,8.9,17.96,18,464.236,3161.5,9863.96,1.241518902,1.028425266,1.281038377,1.32950724,1.264702542,1.721157365,2.477986,1.42124589,1.017235243,0.904939685
2024-01-11,2.7823,168.3529,12.93,12.0247,4.80521,8.93,18,18.02,464.8836,3157.32,9851.187,1.245930099,1.029569716,1.284448468,1.331185164,1.272079265,1.721924917,2.476864362,1.41128567,1.02788519,0.915863501
2024-01-12,2.7948,168.65389,12.96,12.0521,4.82315,8.96,18.05,18.05,466.6197,3168.31,9885.854,1.247953925,1.030690358,1.288084444,1.334564825,1.272813358,1.726881637,2.479341544,1.423669966,1.02652117,0.913104237
2024-01-15,2.7948,168.65389,12.99,12.074,4.82315,8.97,18.05,18.05,465.7639,3165.14,9876.018,1.246948703,1.030617448,1.287230236,1.334072402,1.271094028,1.726788781,2.479562107,1.415611564,1.02508147,0.910308866
2024-01-16,2.7821,167.48823,12.97,12.0701,4.77985,8.96,18.03,18.01,462.4993,3146.04,9816.539,1.236474547,1.028212193,1.277386312,1.32769203,1.255282215,1.715503252,2.470912029,1.40617422,1.007952873,0.893506744
2024-01-17,2.7592,166.28112,12.94,12.0019,4.7536,8.93,17.99,17.94,459.9685,3120.44,9736.775,1.219903753,1.025987317,1.263380166,1.319879656,1.227524534,1.700294204,2.457693704,1.389240727,0.976953716,0.861649791
2024-01-18,2.7955,167.71594,12.94,11.981,4.74983,8.92,18,17.95,459.5195,3143.2,9808.294,1.224352604,1.025428082,1.266920722,1.322417264,1.235971015,1.711247952,2.47690007,1.398596544,0.983647546,0.869111819
2024-01-19,2.8203,169.36043,12.93,11.9792,4.75482,8.93,17.99,17.96,460.0139,3175.36,9908.922,1.228347073,1.025732521,1.271607214,1.328127512,1.241382667,1.726404288,2.50703318,1.398256545,0.985739747,0.866115178
2024-01-22,2.8302,169.80392,12.95,11.9951,4.76567,8.93,18,18.01,461.1357,3189.1,9952.061,1.225542443,1.02633873,1.272139472,1.331525734,1.232874032,1.733094484,2.515556145,1.408567404,0.97166923,0.847944474
2024-01-23,2.826,170.07404,12.94,12.0146,4.75005,8.93,18,18,459.629,3190.9,9957.803,1.230608511,1.026315015,1.273860742,1.330268551,1.244615386,1.73353086,2.52164145,1.401182148,0.987278918,0.867544324
2024-01-24,2.8359,170.43135,12.95,11.9963,4.75648,8.93,18,18.02,460.2457,3203.55,9997.491,1.241856076,1.02703588,1.281815026,1.332064444,1.265666123,1.741858568,2.524937881,1.421423649,1.011131833,0.89540056
2024-01-25,2.8491,171.15314,12.95,11.9877,4.75902,8.95,18.03,18.06,460.4392,3212.32,10025.143,1.248264915,1.027062237,1.286429937,1.335760754,1.277821308,1.747156302,2.536455338,1.421109118,1.025280932,0.91173139
2024-01-26,2.8638,171.3442,12.98,12.036,4.75858,8.96,18.02,18.08,460.3985,3216.23,10037.358,1.243320482,1.0269908,1.282994676,1.335300516,1.268340226,1.747036275,2.533825783,1.436260635,1.011521878,0.896591363
2024-01-29,2.8845,172.62923,13,12.0528,4.76789,8.98,18.04,18.1,461.362,3236.32,10100.254,1.248560428,1.027872344,1.288565818,1.341592802,1.275754375,1.757203577,2.551713369,1.434786725,1.018203153,0.901402224
2024-01-30,2.8942,172.49024,13.03,12.0828,4.77364,8.99,18.03,18.1,461.9355,3236.76,10102.05,1.242686188,1.028425582,1.285394779,1.341942312,1.263080304,1.757377148,2.551654009,1.441731682,1.000831392,0.881079927
2024-01-31,2.8688,170.20542,13.04,12.0973,4.80443,9.02,18.07,18.08,464.8953,3205.32,10004.09,1.2385525,1.030830586,1.284324165,1.341035249,1.251579467,1.742737082,2.513119533,1.441566206,0.991366383,0.869145886
2024-02-01,2.8921,172.19687,13.07,12.13,4.81562,9.03,18.08,18.13,465.9222,3226.8,10071.379,1.242837144,1.03182676,1.288358,1.34711705,1.258031936,1.753302053,2.539687123,1.435081302,0.996540332,0.875286691
2024-02-02,2.8965,173.0533,13.1,12.1725,4.77597,9.02,18.03,18.08,462.0997,3247.64,10136.68,1.243311781,1.029726252,1.287411776,1.346976508,1.261709715,1.764097205,2.567125831,1.432922232,0.997522599,0.872369173
2024-02-05,2.8965,172.35827,13.06,12.0862,4.73366,8.98,18,18.02,458.0609,3233.53,10092.8,1.238770929,1.02641485,1.281349619,1.340388884,1.258293883,1.758824085,2.559429482,1.426201421,0.995257174,0.8714505
2024-02-06,2.9145,172.9458,13.05,12.032,4.75327,9,18.03,18.06,459.9766,3244.51,10127.223,1.252197067,1.027739029,1.291323756,1.344002909,1.282596376,1.766742972,2.565796813,1.436004752,1.02427015,0.905376243
2024-02-07,2.9325,173.99369,13.08,12.0625,4.75327,9,18.02,18.1,459.9842,3265.07,10191.449,1.253613716,1.027716214,1.293312272,1.346938899,1.284244479,1.775911033,2.585734071,1.433776037,1.023472539,0.902802633
2024-02-08,2.9437,174.14656,13.09,12.0518,4.73765,9,18.01,18.1,458.4088,3266.14,10195.46,1.25052476,1.026641616,1.290675836,1.345794514,1.279528423,1.777001244,2.589118858,1.435319591,1.016664899,0.894498467
2024-02-09,2.951,174.96868,13.09,12.018,4.73632,9,18.01,18.12,458.3418,3281.42,10244.132,1.249767968,1.026189163,1.290546968,1.346670623,1.277931781,1.783737011,2.603518787,1.438129583,1.01196053,0.888932827
2024-02-14,2.9275,174.2224,13.1,11.9596,4.71417,8.98,17.98,18.05,456.1865,3265.67,10196.835,1.249051099,1.024327937,1.288424383,1.343503093,1.27953811,1.776782489,2.589418218,1.43238329,1.016990942,0.895069494
2024-02-15,2.9348,175.57501,13.1,11.9914,4.73089,9,18,18.08,457.7304,3289.74,10273.9,1.255227748,1.02564937,1.294489047,1.348312493,1.288642089,1.789033981,2.605430798,1.445777564,1.024160299,0.900303696
2024-02-16,2.9289,175.04082,13.11,12.0009,4.72082,8.99,17.98,18.05,456.762,3285.12,10260.267,1.261747423,1.025246102,1.298512425,1.346876105,1.302021036,1.790738381,2.595055334,1.457018502,1.041100435,0.919137138
2024-02-19,2.9289,175.04082,13.12,11.9876,4.72082,8.99,17.98,18.05,456.7485,3286.86,10265.708,1.259464092,1.02534283,1.297624635,1.347194412,1.296795257,1.789999231,2.593490029,1.458606732,1.034331663,0.909907497
2024-02-20,2.9219,174.39635,13.14,11.9977,4.73643,9.01,18,18.07,458.3658,3274.33,10226.889,1.260663605,1.026435881,1.298568875,1.346369867,1.298272765,1.78431919,2.5776371,1.460106658,1.038369918,0.914560711
2024-02-21,2.9267,174.56105,13.15,12.0115,4.72292,9.02,17.98,18.07,457.0384,3272.19,10220.82,1.263039718,1.025965335,1.298680021,1.3443189,1.304839549,1.783456351,2.578759201,1.458438697,1.047225021,0.926642048
2024-02-22,2.9692,177.72533,13.15,11.9939,4.72669,9.03,17.98,18.12,457.3412,3329.86,10402.09,1.274675752,1.026318374,1.309595115,1.355005684,1.323940441,1.813618262,2.631960166,1.472334052,1.061379692,0.940351393
2024-02-23,2.9713,177.84716,13.16,12.006,4.74086,9.04,17.99,18.14,458.711,3334.04,10415.301,1.276833296,1.027303954,1.312561104,1.358500545,1.32585331,1.817292326,2.635071904,1.478254343,1.062396364,0.940897476
2024-02-26,2.966,177.35886,13.2,12.0483,4.73732,9.05,17.98,18.13,458.4517,3325.79,10389.861,1.273853985,1.027245391,1.309837907,1.356154464,1.320863827,1.813467671,2.626026359,1.475847924,1.057477206,0.935564484
2024-02-27,2.9664,177.65308,13.17,12.0199,4.73244,9.04,17.97,18.12,457.9542,3331.88,10409.105,1.275773238,1.026774024,1.311044387,1.355766134,1.325008179,1.815567025,2.628631607,1.477691469,1.062155585,0.942142729
2024-02-28,2.9575,177.16823,13.16,12.0037,4.73289,9.05,17.99,18.12,458.0106,3322.64,10381.236,1.270256339,1.02701579,1.306983886,1.355441197,1.314468144,1.810533908,2.62594154,1.471460278,1.050050161,0.928334759
2024-02-29,2.9551,177.9737,13.16,11.9998,4.74429,9.06,17.99,18.13,459.0528,3337.2,10428.244,1.27292329,1.02800364,1.310625426,1.359400725,1.317009934,1.8156968,2.637670491,1.468839127,1.05181894,0.92931519
2024-03-01,2.9792,179.57707,13.17,12.0238,4.75282,9.08,18.03,18.16,459.9244,3364.04,10512.664,1.27876846,1.0287861,1.317087673,1.365506888,1.325141064,1.831490635,2.659402651,1.479949438,1.056867538,0.933521586
2024-03-04,2.9914,179.32833,13.19,12.0544,4.75172,9.08,18.01,18.19,459.8748,3362.28,10507.341,1.280539679,1.029107098,1.317919127,1.365425454,1.328780604,1.832652796,2.657811458,1.482574832,1.061299564,0.935305867
2024-03-05,2.9622,177.81658,13.2,12.0555,4.77353,9.09,18.04,18.2,461.9936,3337.2,10429.256,1.272558221,1.030156004,1.313436127,1.36439691,1.311556714,1.819270594,2.629483614,1.477251355,1.043818765,0.914813093
2024-03-06,2.979,179.11703,13.22,12.0876,4.78671,9.1,18.04,18.22,463.2707,3357.03,10491.778,1.280009244,1.031406824,1.319979224,1.369136298,1.323606779,1.829352246,2.642598499,1.485387837,1.056001372,0.927933054
2024-03-07,3.0274,181.11902,13.24,12.1189,4.80111,9.14,18.06,18.25,464.5922,3391.26,10602.796,1.282630026,1.032195356,1.324450502,1.37567708,1.325248553,1.846337302,2.66713368,1.504658089,1.05126993,0.920132196
2024-03-08,3.0091,180.0475,13.26,12.1475,4.81772,9.12,18.09,18.27,466.199,3380.14,10568.482,1.285977308,1.033486576,1.327209189,1.374857792,1.330383604,1.84290971,2.653019456,1.506132227,1.059578552,0.927059046
2024-03-11,2.9923,179.6329,13.27,12.1622,4.80831,9.12,18.07,18.26,465.3395,3367.08,10527.775,1.286414124,1.033437197,1.324924201,1.37139577,1.334083963,1.833396984,2.648287897,1.497942537,1.06732005,0.939842605
2024-03-12,3.0248,181.46673,13.27,12.1611,4.79602,9.12,18.06,18.27,464.1732,3397.25,10622.383,1.297225883,1.033103196,1.332475716,1.375819249,1.355092048,1.850684071,2.676644671,1.51314322,1.08807453,0.964525421
2024-03-13,3.0295,181.25134,13.26,12.1458,4.79258,9.12,18.05,18.28,463.8424,3396.19,10619.423,1.296011052,1.032422172,1.331045681,1.37399714,1.353835149,1.850232697,2.673532362,1.517264907,1.086330332,0.964025325
2024-03-14,3.0195,180.47238,13.26,12.1446,4.76423,9.11,18.02,18.23,461.0163,3382.48,10579.427,1.2917714,1.030494907,1.32626543,1.369093782,1.348925772,1.844538048,2.665397851,1.511666415,1.082098846,0.957575132
2024-03-15,2.9869,179.59573,13.24,12.0901,4.75559,9.1,18.02,18.22,460.1849,3363.03,10518.897,1.283933582,1.029287539,1.319771931,1.364278816,1.335754437,1.831981412,2.646625636,1.504648935,1.06921266,0.946278536
2024-03-18,2.9869,180.38635,13.24,12.0901,4.75327,9.09,18.02,18.23,460.0204,3380.67,10574.222,1.287424525,1.029207592,1.323350289,1.367286924,1.341274512,1.84043635,2.662178183,1.502298148,1.073982261,0.949837521
2024-03-19,2.9984,181.20241,13.24,12.0845,4.75183,9.1,18.04,18.26,459.8942,3393.37,10613.984,1.284278056,1.029166829,1.322034334,1.369886985,1.334287893,1.845315699,2.675914462,1.503295427,1.062765175,0.938318079
2024-03-20,3.0143,182.93545,13.25,12.1051,4.75316,9.12,18.07,18.27,460.0349,3414.89,10682.402,1.287451613,1.029766582,1.325414276,1.374422932,1.338728973,1.85530418,2.699236527,1.503884379,1.064936982,0.939869359
2024-03-21,3.0283,183.40084,13.28,12.1253,4.75925,9.14,18.07,18.3,460.5457,3434.69,10745.102,1.297433127,1.030540631,1.333923467,1.379526457,1.355739007,1.869128111,2.709925311,1.519169164,1.082436262,0.953995748
2024-03-22,3.0105,183.02759,13.28,12.1406,4.76257,9.15,18.09,18.32,460.8676,3428.12,10725.741,1.29109786,1.030474077,1.330628069,1.380191925,1.342366805,1.863854381,2.704846451,1.51391693,1.066743514,0.93594211
2024-03-25,2.9957,182.58763,13.28,12.1607,4.75902,9.15,18.09,18.31,460.6106,3420.18,10701.142,1.288540999,1.030353779,1.327455244,1.376954763,1.339043074,1.858590015,2.696832686,1.515403019,1.063788719,0.933794242
2024-03-26,2.9927,182.27273,13.29,12.1492,4.75991,9.16,18.09,18.3,460.7004,3414.29,10682.79,1.291040376,1.030685334,1.329168972,1.377327448,1.343667883,1.858763839,2.691376342,1.519822428,1.069810883,0.939888947
2024-03-27,3.0044,183.71495,13.3,12.16,4.7711,9.17,18.1,18.32,461.6508,3436.98,10754.99,1.290530165,1.031411297,1.330858028,1.382273715,1.339979881,1.866661343,2.710872826,1.521268655,1.061892862,0.92947524
2024-03-28,3.0042,183.71648,13.31,12.1732,4.7701,9.15,18.09,18.33,461.6385,3436.78,10760.287,1.293021748,1.031445562,1.332200347,1.382551549,1.345183196,1.868280591,2.714364193,1.522422136,1.068046624,0.936836279
2024-04-02,2.9708,181.91462,13.24,12.1178,4.732,9.13,18.06,18.24,458.0098,3403.4,10656.232,1.293514091,1.02887677,1.327593787,1.372481329,1.353210756,1.85328223,2.688862109,1.506458371,1.084862988,0.955616474
2024-04-03,2.9733,182.42152,13.25,12.1086,4.74064,9.13,18.08,18.25,458.8447,3409.62,10675.945,1.291393463,1.029353402,1.326959429,1.373812183,1.347835831,1.855513959,2.693391584,1.516813511,1.075983036,0.947179196
2024-04-05,2.9566,182.04911,13.27,12.1437,4.73699,9.12,18.06,18.27,458.3976,3402.36,10654.201,1.290012627,1.029509207,1.325419648,1.372607391,1.345677902,1.851396459,2.688601742,1.507063199,1.07527879,0.94569836
2024-04-08,2.9611,182.25306,13.26,12.0971,4.7361,9.11,18.05,18.27,458.3895,3408.57,10674.232,1.291629777,1.029236545,1.327351964,1.372852654,1.348124421,1.855534222,2.6902938,1.517499904,1.076527614,0.946134516
2024-04-09,2.9701,182.48326,13.27,12.1022,4.75172,9.13,18.07,18.3,459.895,3412.09,10686.016,1.295066169,1.030701596,1.330895864,1.375939619,1.352558312,1.856567174,2.69235715,1.509090199,1.082897946,0.951997694
2024-04-10,2.9396,180.54804,13.27,12.1353,4.70276,9.09,17.99,18.21,455.1511,3379.73,10584.777,1.294422237,1.028159357,1.325936448,1.367282212,1.35797813,1.844470156,2.668822918,1.50330186,1.094502968,0.965701744
2024-04-11,2.942,181.59404,13.22,12.0282,4.68416,9.08,17.99,18.17,453.292,3391.01,10621.376,1.292869891,1.026199784,1.324042924,1.366401304,1.357174004,1.847617967,2.685575143,1.493779316,1.092625244,0.963642301
2024-04-12,2.9031,178.85423,13.21,12.0264,4.6898,9.09,18.01,18.16,453.8399,3351.01,10497.263,1.284054222,1.026877637,1.317901206,1.363312304,1.339560242,1.830218934,2.651558108,1.488423195,1.075762283,0.945962161
2024-04-15,2.8813,177.10772,13.19,12.0332,4.66367,9.06,17.99,18.11,451.3836,3317.68,10392.993,1.275957063,1.024906026,1.309027228,1.353675511,1.3286866,1.813034279,2.61902975,1.488175149,1.067015775,0.939481967
2024-04-16,2.8651,176.34641,13.14,11.9469,4.64772,9.02,17.97,18.04,449.8494,3297.14,10329.178,1.263013518,1.02312073,1.297229939,1.346998244,1.307758236,1.797044153,2.611262906,1.467479476,1.04515975,0.920096062
2024-04-17,2.8521,175.5396,13.13,11.9205,4.66123,9.04,17.99,18.04,451.1684,3281.11,10278.999,1.262990378,1.024095654,1.29689309,1.346467636,1.307406262,1.790779478,2.596015705,1.468486648,1.046846654,0.922333739
2024-04-18,2.835,175.21275,13.14,11.9623,4.65968,9.04,17.97,18.04,450.9419,3280.1,10276.382,1.266282222,1.024390695,1.298886298,1.345918831,1.313942409,1.790468273,2.590881285,1.47329133,1.055339414,0.93033389
2024-04-19,2.82,174.05296,13.13,11.9448,4.66378,9.04,17.98,18.06,451.3296,3255.62,10200.14,1.258117186,1.024423554,1.291853913,1.341541812,1.299506897,1.774702394,2.569090562,1.471814323,1.040979205,0.918905024
2024-04-22,2.8442,175.79642,13.13,11.9491,4.66167,9.04,18,18.11,451.1985,3282.09,10285.132,1.265712943,1.024909146,1.29876837,1.346789889,1.312177975,1.788062733,2.589169534,1.480537566,1.052790468,0.9310304
2024-04-23,2.8847,177.91625,13.15,11.9674,4.67231,9.06,18.02,18.18,452.2242,3322.54,10412.57,1.275934219,1.025683023,1.307529198,1.353416923,1.329744524,1.809512017,2.621824926,1.501704021,1.067316396,0.946859014
2024-04-24,2.8828,177.82228,13.15,11.9757,4.65735,9.05,18.01,18.18,450.8012,3323.29,10415.54,1.283970156,1.024449992,1.312046226,1.351618258,1.347404017,1.812860902,2.620658345,1.497374637,1.090418624,0.968949225
2024-04-25,2.8654,177.072,13.12,11.9514,4.64883,9.03,17.99,18.12,449.9182,3306.68,10364.077,1.279721328,1.023536482,1.306623295,1.346478073,1.342458225,1.802363401,2.607079235,1.488806047,1.087705371,0.969218763
2024-04-26,2.8898,178.65618,13.12,11.9173,4.64883,9,18,18.17,449.926,3335.08,10454.503,1.29106818,1.023885443,1.315755877,1.353280813,1.362955406,1.820050432,2.634958845,1.504858952,1.107625694,0.991194825
2024-04-29,2.8912,179.31534,13.16,11.9565,4.66588,9.05,18.02,18.21,451.6293,3347.04,10492.983,1.295001349,1.025199439,1.319779082,1.356529893,1.368311869,1.82507296,2.642267872,1.507086436,1.112973936,0.995380293
2024-04-30,2.8597,176.58084,13.16,11.9764,4.64827,9.04,18,18.19,449.9313,3305.3,10363.552,1.290084327,1.023873787,1.314471349,1.349187114,1.361706653,1.808339392,2.601231514,1.494954996,1.111686342,0.993659319
2024-05-02,2.8684,178.01137,13.17,11.9896,4.67806,9.09,18.06,18.25,452.7332,3321.81,10416.48,1.298915853,1.025930435,1.322059374,1.353191012,1.375926085,1.813476231,2.615278374,1.489418424,1.128916951,1.014925487
2024-05-03,2.8913,180.05952,13.22,12.0128,4.70896,9.12,18.11,18.33,455.7081,3361.41,10541.326,1.309742889,1.028615639,1.332424057,1.361879004,1.392081177,1.831960414,2.645965183,1.502705189,1.143097841,1.030438761
2024-05-06,2.8913,181.82167,13.25,12.0765,4.70896,9.14,18.11,18.33,456.3286,3391.13,10635.248,1.316132292,1.02973535,1.338545759,1.36870884,1.40192354,1.84794554,2.67503247,1.5123231,1.149961277,1.037567517
2024-05-07,2.9237,182.02264,13.27,12.0993,4.72425,9.15,18.12,18.37,457.2848,3401.77,10669.334,1.317800521,1.030810871,1.341711323,1.37308259,1.402242562,1.856206481,2.679699716,1.531427396,1.146565422,1.031808997
2024-05-08,2.9217,181.89049,13.28,12.1128,4.70797,9.14,18.11,18.35,455.7133,3395.64,10650.636,1.312777553,1.02953034,1.336667471,1.370575655,1.395029791,1.852791891,2.678370406,1.534276432,1.137500002,1.021910297
2024-05-09,2.9389,182.98516,13.28,12.1128,4.71295,9.15,18.12,18.35,456.117,3411.11,10703.332,1.31796476,1.029740883,1.340482176,1.372068446,1.404761216,1.859482427,2.690770855,1.541283778,1.147376621,1.036013884
2024-05-10,2.9593,183.29422,13.3,12.1161,4.70354,9.15,18.11,18.34,455.2353,3419.92,10732.129,1.325341079,1.029494607,1.345195505,1.373064633,1.419749611,1.865875238,2.694882872,1.552049364,1.164431174,1.054272156
2024-05-13,2.9554,183.25821,13.3,12.0939,4.71029,9.17,18.11,18.34,455.9388,3421.11,10737.442,1.328843453,1.029770834,1.347535842,1.373501879,1.426488021,1.86706155,2.694103221,1.555248588,1.172766137,1.063221251
2024-05-14,2.9625,184.26696,13.31,12.101,4.7145,9.18,18.13,18.35,456.3557,3435.15,10782.647,1.330764264,1.030209373,1.349532354,1.375618194,1.429206437,1.872702542,2.705491463,1.559372675,1.174032739,1.063416319
2024-05-16,3.0006,185.84023,13.39,12.1847,4.75005,9.22,18.15,18.41,459.7233,3468.71,10892.419,1.343201273,1.033211531,1.361076084,1.385534209,1.448217207,1.892806179,2.731979078,1.570412092,1.192250802,1.078921094
2024-05-17,2.9994,186.25691,13.36,12.1729,4.73865,9.22,18.15,18.41,458.6217,3472.52,10905.161,1.345543395,1.032184907,1.361814573,1.383412521,1.454450148,1.892927571,2.734185485,1.567842106,1.200488876,1.089436248
2024-05-20,3.0002,186.46903,13.36,12.1729,4.72979,9.23,18.15,18.42,457.8149,3477.07,10920.956,1.34704563,1.031409882,1.362780526,1.383706192,1.457986095,1.89670853,2.736900497,1.571457063,1.203876674,1.091908491
2024-05-21,2.9938,186.61722,13.37,12.1563,4.73488,9.23,18.16,18.43,458.3215,3479.84,10930.614,1.3403551,1.031889131,1.359220383,1.385331743,1.443432963,1.896075366,2.742985299,1.569025818,1.1847221,1.070574057
2024-05-22,2.9924,185.74578,13.37,12.1562,4.72369,9.23,18.15,18.4,457.2298,3465.55,10885.982,1.338536828,1.031402145,1.356405639,1.382433784,1.441923932,1.891837199,2.736975571,1.561615488,1.184731619,1.069707694
2024-05-23,2.976,184.48317,13.37,12.1503,4.70941,9.22,18.13,18.38,455.7495,3446.43,10826.293,1.331797987,1.030429102,1.350934638,1.378205043,1.430320385,1.884967909,2.719320624,1.563616753,1.171880229,1.052902435
2024-05-24,2.9834,185.80539,13.35,12.124,4.71395,9.22,18.14,18.38,456.1805,3462.13,10875.979,1.328417733,1.030500734,1.349452774,1.380972253,1.422735036,1.889687907,2.73535433,1.564090995,1.159845636,1.040112588
2024-05-27,2.9834,185.80539,13.35,12.1294,4.71395,9.22,18.14,18.38,456.8016,3468.13,10895.156,1.334171433,1.031079021,1.354016018,1.382639879,1.432931577,1.893231713,2.735154208,1.568230363,1.172162202,1.052018732
2024-05-28,2.9607,185.80007,13.36,12.1335,4.71085,9.21,18.13,18.38,455.9955,3464.61,10884.853,1.33335177,1.030324811,1.352661351,1.380479065,1.432707068,1.892722252,2.737055047,1.561329501,1.172546852,1.052172413
2024-05-29,2.9302,183.91541,13.33,12.0927,4.68216,9.19,18.12,18.33,453.2259,3430.01,10776.853,1.32118336,1.028019312,1.340917554,1.371521604,1.414173194,1.874686643,2.718578954,1.539719991,1.155110755,1.035718447
2024-05-30,2.9261,183.57668,13.32,12.0514,4.69933,9.2,18.14,18.35,454.8358,3420.32,10747.491,1.316241019,1.029159889,1.338324343,1.370819277,1.402850577,1.867206364,2.702064245,1.54931049,1.141823191,1.023791896
2024-05-31,2.9411,185.12567,13.34,12.0788,4.70963,9.22,18.16,18.39,455.8279,3445.17,10826.306,1.316050425,1.030221808,1.341004937,1.376263376,1.398671867,1.876376141,2.719922267,1.555208189,1.132770304,1.013050396
2024-06-03,2.9411,185.32737,13.36,12.1224,4.73333,9.25,18.19,18.44,458.2135,3453.44,10853.027,1.327110829,1.032688929,1.350918654,1.382283425,1.416102383,1.885519523,2.722688465,1.561640563,1.153130118,1.030134296
2024-06-04,2.9528,185.36451,13.38,12.1853,4.75149,9.27,18.21,18.46,459.9708,3453.71,10854.328,1.325678985,1.033939891,1.350410556,1.383102835,1.411932633,1.880814891,2.723136294,1.554068315,1.149244834,1.032838199
2024-06-05,2.9832,187.30748,13.39,12.2116,4.75581,9.28,18.23,18.49,460.3793,3483.4,10947.97,1.329591069,1.034340204,1.354117944,1.389907781,1.418196559,1.896934004,2.75446733,1.566572765,1.150914212,1.032040406
2024-06-06,2.9934,187.4291,13.41,12.2341,4.75858,9.29,18.23,18.49,460.5829,3489.89,10969.243,1.333792216,1.034748714,1.357513775,1.391172669,1.425580806,1.903162668,2.754878878,1.578659961,1.158195761,1.037126614
2024-06-07,2.9855,186.62469,13.4,12.2308,4.72403,9.3,18.19,18.46,457.2077,3478.7,10935.127,1.329412541,1.032598997,1.352049568,1.386225488,1.421161448,1.899213813,2.752115409,1.570192734,1.154206209,1.030813116
2024-06-11,2.9837,186.87882,13.38,12.1397,4.70963,9.26,18.21,18.47,455.8977,3479.94,10939.817,1.323959,1.031115756,1.347361629,1.384493823,1.412527506,1.897360709,2.765206438,1.541810212,1.14524238,1.021818778
2024-06-12,3.0113,188.57799,13.42,12.1647,4.75039,9.28,18.24,18.56,459.8349,3516.3,11054.309,1.328108112,1.033695142,1.354000268,1.393479164,1.41474143,1.914348622,2.789202588,1.568403962,1.140528287,1.013918397
2024-06-13,2.9979,188.1315,13.44,12.236,4.7495,9.31,18.26,18.55,459.6911,3504.48,11017.343,1.330657249,1.034573804,1.354872272,1.394725629,1.420100744,1.911040211,2.792587629,1.542563167,1.150611326,1.023543821
2024-06-14,2.9931,187.51981,13.45,12.2691,4.7495,9.31,18.26,18.51,459.6999,3492.05,10979.837,1.327846021,1.035377768,1.352722385,1.395843938,1.414296611,1.905501593,2.791416944,1.517403356,1.146747864,1.018287027
